condition_es,modlamp_global_Length_mean,modlamp_global_Length_std,modlamp_global_Length_median,modlamp_global_MW_mean,modlamp_global_MW_std,modlamp_global_MW_median,modlamp_global_Charge_mean,modlamp_global_Charge_std,modlamp_global_Charge_median,modlamp_global_ChargeDensity_mean,modlamp_global_ChargeDensity_std,modlamp_global_ChargeDensity_median,modlamp_global_pI_mean,modlamp_global_pI_std,modlamp_global_pI_median,modlamp_global_InstabilityInd_mean,modlamp_global_InstabilityInd_std,modlamp_global_InstabilityInd_median,modlamp_global_Aromaticity_mean,modlamp_global_Aromaticity_std,modlamp_global_Aromaticity_median,modlamp_global_AliphaticInd_mean,modlamp_global_AliphaticInd_std,modlamp_global_AliphaticInd_median,modlamp_global_BomanInd_mean,modlamp_global_BomanInd_std,modlamp_global_BomanInd_median,modlamp_global_HydrophRatio_mean,modlamp_global_HydrophRatio_std,modlamp_global_HydrophRatio_median,modlamp_scale_eisenberg_global_mean,modlamp_scale_eisenberg_global_std,modlamp_scale_eisenberg_global_median,modlamp_scale_kytedoolittle_global_mean,modlamp_scale_kytedoolittle_global_std,modlamp_scale_kytedoolittle_global_median,modlamp_scale_hoppwoods_global_mean,modlamp_scale_hoppwoods_global_std,modlamp_scale_hoppwoods_global_median,modlamp_moment_eisenberg_mean,modlamp_moment_eisenberg_std,modlamp_moment_eisenberg_median,modlamp_moment_kytedoolittle_mean,modlamp_moment_kytedoolittle_std,modlamp_moment_kytedoolittle_median,modlamp_profile_eisenberg_profile_mean_mean,modlamp_profile_eisenberg_profile_mean_std,modlamp_profile_eisenberg_profile_mean_median,modlamp_profile_eisenberg_profile_std_mean,modlamp_profile_eisenberg_profile_std_std,modlamp_profile_eisenberg_profile_std_median,modlamp_profile_eisenberg_profile_min_mean,modlamp_profile_eisenberg_profile_min_std,modlamp_profile_eisenberg_profile_min_median,modlamp_profile_eisenberg_profile_max_mean,modlamp_profile_eisenberg_profile_max_std,modlamp_profile_eisenberg_profile_max_median,modlamp_profile_kytedoolittle_profile_mean_mean,modlamp_profile_kytedoolittle_profile_mean_std,modlamp_profile_kytedoolittle_profile_mean_median,modlamp_profile_kytedoolittle_profile_std_mean,modlamp_profile_kytedoolittle_profile_std_std,modlamp_profile_kytedoolittle_profile_std_median,modlamp_profile_kytedoolittle_profile_min_mean,modlamp_profile_kytedoolittle_profile_min_std,modlamp_profile_kytedoolittle_profile_min_median,modlamp_profile_kytedoolittle_profile_max_mean,modlamp_profile_kytedoolittle_profile_max_std,modlamp_profile_kytedoolittle_profile_max_median
Enfermo,704.7266666666667,579.5203628536005,537.5,78237.0836,64212.29188698404,59832.82000000001,0.7635933333333332,17.11700813845795,1.584,6.848807604048746e-05,0.0002548597410456718,2.977419341549635e-05,7.76724365234375,1.4725494558383467,7.74920654296875,52.15514261446676,13.336916012896967,50.09562375786807,0.08074537012376802,0.03301724140559158,0.0766798418972332,83.24675406186383,17.913986407741184,82.43889045339341,1.5770711720492236,0.7579715897405452,1.6983808108419298,0.3722270852491102,0.06801613369878606,0.3645100324611664,0.018363639043111397,0.14560710873043312,-0.0022398454719403096,0.08433541395763228,0.14703992919947995,0.05998622350650838,0.012286493616284236,0.2761107322873597,0.061548995739500914,0.7631061734746873,0.10314295742709813,0.7673865484453715,0.708073572893789,0.08381194341709931,0.7218791599295146,0.13300167105380817,0.029094352333755433,0.1334233063607956,0.13295094257463966,0.029496183427804083,0.13338846476152363,5.072847916852483e-05,0.0007518212256304846,2.006395010907553e-06,0.26595261362844785,0.058587089993439874,0.2668160083737263,0.13353850296473987,0.026461050063606897,0.1323453607717746,0.1338249361004199,0.0285362897586267,0.13239606785846514,-0.00028643313568004473,0.0041578588589273,7.611575262172178e-06,0.26736343906515975,0.05487919657778588,0.26474142863023975
Sano,461.38,395.013663343672,359.0,51521.103800000004,43669.85691943838,41761.315,-10.62596,21.43141172771137,-5.2509999999999994,-0.0001285122604183088,0.0003814486301329949,-0.00013856387843474592,6.646440836588542,1.9031388839430319,6.105712890625,45.13289604306955,11.076314218042624,43.66388913267018,0.0822246633304803,0.030449844686295163,0.08202076393156311,75.52340198591772,16.112144443037653,77.24436622178744,1.8619515754592737,0.5930093811933753,1.8195842572062084,0.34224923176059835,0.052481706062545236,0.3476488296468012,-0.03607100454217683,0.11284003026281443,-0.029215382901560803,0.012077768236677628,0.11362618421791817,0.02946999999999999,0.1301655306293913,0.2551337118882873,0.09760861280487805,0.7423636708432637,0.09052129652544462,0.7414936947267656,0.6946072472982995,0.0735946772117399,0.700094146413937,0.1445204981117649,0.03565689661856967,0.14014921231899757,0.1445619222105777,0.03639436117666286,0.1399075206233133,-4.1424098812836137e-05,0.0010326999016028193,-2.3294912268590277e-05,0.2890824203223426,0.07204763101423065,0.27983447679550183,0.14142786522797848,0.03214259123714888,0.14047667008281906,0.14145183305580333,0.03269245735472235,0.14045759741913816,-2.3967827824846686e-05,0.0008345983070521616,-2.1755414282246533e-05,0.28287969828378184,0.06483200848595873,0.2809290739140308
